Ticker,Description,Price,Market Capitalization,Enterprise Value (MRQ),Free Cash Flow (Annual YoY Growth),EBITDA (Annual YoY Growth),EPS Diluted (Annual YoY Growth),Gross Profit (Annual YoY Growth),Net Income (Annual YoY Growth),Yearly Performance,Monthly Performance,Change %,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),Industry
FNF,"FNF Group of Fidelity National Financial, Inc.",39.82,11002950808.000002,13877800000,160.38619075,,69.13518389,,69.72669937,-15.38461538,13.60912981,10,,19.5433223,18.64652318,14.12113687,Specialty Insurance
VFC,V.F. Corporation,28.27,10982739886,18116400000,-44.70112609,67.99453619,239.78081138,33.15029503,240.04570095,-60.30609379,-19.66467747,-5.48311601,57.69274515,11.03950759,5.21146752,3.58691585,Apparel/Footwear
WES,"Western Midstream Partners, LP",28.41,10979047389,16530000000,19.90201262,-1.37382237,84.01013086,-3.58530252,73.7668344,28.84353741,20.27942422,12.91732909,49.84435663,40.74669186,37.59353052,35.99591116,Oil Refining/Marketing
CRL,"Charles River Laboratories International, Inc.",214.47,10908653719,14858900000,40.00157889,25.08982114,5.62509551,25.47937333,7.32300496,-50.48711792,16.60414288,8.97865854,33.57825971,18.83300294,14.69262729,12.02118628,Miscellaneous Commercial Services
ACI,"Albertsons Companies, Inc.",20.38,10904650423,28356300000,-11.42967979,26.15758272,64.57901791,0.72817573,90.4963538,-32.06666667,-17.75625504,-18.02091714,26.22256496,3.34118203,2.93901377,2.26501694,Food Retail
WOLF,"Wolfspeed, Inc.",85.9,10669920262,13828400000,-14.81321839,62.28070175,64.13484013,57.02864757,61.65298721,-19.95900112,-22.99417302,-16.89241486,32.12179564,-17.15007823,-29.16115056,-30.23227825,Semiconductors
MAS,Masco Corporation,47.1,10622421633,13939600000,-4.41001192,11.95804196,-30.34022394,10.75435203,-33.76835237,-27.10106795,1.57429372,0.87813236,31.74621255,15.66237612,13.96514409,9.85305843,Building Products
STX,Seagate Technology Holdings PLC,51.45,10622077029,16662300000,13.12056738,31.57042634,37.25877725,19.99308198,25.49467275,-41.85783704,-9.00247612,-3.34397896,28.35270768,14.44097911,11.0859087,10.88743975,Computer Peripherals
DOX,Amdocs Limited,86.45,10619517309.000002,10312000000,58.04386073,-2.23283213,43.56125971,3.25380506,37.87003442,11.16111611,9.62465128,8.81057269,33.50582467,14.24139685,14.1714457,11.97625574,Information Technology Services
UTHR,United Therapeutics Corporation,232.15,10566608814,9879080000,-31.27968907,13.79257204,-12.85152392,13.65619546,-7.57575758,23.14343306,11.60521129,10.87496418,93.40862079,49.78475988,44.96002684,35.26583552,Pharmaceuticals: Major
AR,Antero Resources Corporation,35.2,10564803061.000002,14927300000,127.73901946,486.21847858,86.9681994,251.01399887,85.25913383,78.2278481,18.43876178,15.29642974,52.09518172,50.31051323,30.9304533,23.18234483,Oil & Gas Production
ACM,AECOM,75.6,10557517408,11357500000,164.33770015,14.25835362,198.72024571,10.7555276,192.92536352,12.51674356,11.02951975,10.57481351,6.48496968,5.33223268,4.17922801,2.81971264,Engineering & Construction
WSO,"Watsco, Inc.",271.62,10556951100,9669380000,-37.40572133,53.37661275,53.69990016,37.06173585,54.87483718,-3.66377017,4.63826181,5.49988348,27.88149762,11.06429631,11.3126521,7.04206781,Building Products
BIO,"Bio-Rad Laboratories, Inc.",354.3,10529252248,11744900000,12.44941311,25.2556616,11.37307106,15.99940665,11.55029324,-53.96967689,-14.87674787,-15.06448674,60.90600521,16.56408995,-279.56773023,-215.16110285,Medical Specialties
NI,NiSource Inc,25.89,10510122998,24856800000,2.41553279,4.48645765,771.0359408,-3.07746355,3423.29545455,4.94527767,-4.95594714,2.77888051,52.87860632,19.72163333,16.08811872,13.32657388,Gas Distributors
BJ,"BJ's Wholesale Club Holdings, Inc.",77.81,10509715016.999998,12421300000,-21.86191294,-0.55901568,1.94610285,3.40856391,1.33529677,36.50877193,2.27392219,6.86718857,17.77547863,3.9264685,3.50159059,2.67612386,Specialty Stores
NRG,"NRG Energy, Inc.",44.67,10504022336,16737300000,-86.0609832,-6.58391797,330.56627436,24.66001813,328.82352941,10.48726193,12.12349398,16.72328194,9.6746249,4.88235906,15.73166083,11.92002495,Electric Utilities
CE,Celanese Corporation Celanese Corporation,96.1,10412305647.999998,16484000000,31.7671093,115.71562208,0.64821502,107.99373041,-4.78589421,-41.42743951,7.92902066,6.37591322,29.87976999,21.51594354,24.55828542,20.79456351,Chemicals: Specialty
CG,The Carlyle Group Inc.,28.78,10398931465,19010500000,99.49205663,468.31442464,744.42157266,197.67830209,754.30786904,-48.4519464,7.22801788,11.37770898,70.23245803,42.51429801,40.78623701,30.70844352,Investment Managers
HII,"Huntington Ingalls Industries, Inc.",257.36,10280951397,11642600000,-40.68692206,-23.09970385,-21.25719686,-18.08383234,-21.83908046,26.94090954,14.04262862,16.18961625,14.07392958,4.98390715,6.69072467,5.70564713,Aerospace & Defense
SWAV,"ShockWave Medical, Inc.",284.66,10227016342,7027590000,103.39760801,107.48591877,86.89061241,318.19735886,86.09415668,34.62284228,9.0651341,2.36990686,85.36436496,16.97592896,15.43158792,15.11403159,Medical Specialties
BSY,"Bentley Systems, Incorporated",35.42,10214292098,12849500000,11.82010228,-26.94860931,-29.77714557,16.50359951,-26.21330778,-38.7409201,12.37309645,15.78947368,74.2461892,12.24115908,10.13297938,9.47987479,Packaged Software
DT,"Dynatrace, Inc.",35.54,10212053972,11170700000,12.76084599,-9.6088947,-31.78206583,34.25794325,-30.72483292,-50.29370629,4.52941176,2.09709853,78.21319219,8.02226595,6.75415257,4.18155217,Packaged Software
HOOD,"Robinhood Markets, Inc.",11.5,10123845558.000002,-2091540000,-468.71222649,-15451.05405178,-125602.94117647,177.85606172,-129539.3258427,-67.3388242,20.48192771,13.86138614,37.44928591,-179.9386111,-181.4113284,-178.08828526,Packaged Software
H,Hyatt Hotels Corporation,92.74,10120922244,10400500000,132.25352113,121.83908046,69.22456039,136.97749196,68.42105263,7.79960479,15.14775267,14.55039526,11.47366176,3.26295585,8.46662401,4.77713798,Hotels/Resorts/Cruise lines
RGEN,Repligen Corporation,181.99,10098843701,9031650000,6.63354687,113.82677311,101.46582734,91.88906897,114.08236825,-32.40854225,-1.37112508,-2.73635829,55.16930544,29.87172079,25.00956637,20.47241162,Pharmaceuticals: Major
AXON,"Axon Enterprise, Inc.",142.07,10098024214.999998,6373790000,318.48424505,-8410.80597015,-3149.82078853,27.56340508,-3381.3225058,-19.26923514,24.68843251,22.73866091,61.44880124,1.48536818,10.1931614,14.20412946,Aerospace & Defense
EWBC,"East West Bancorp, Inc.",71.64,10095330401,10383200000,66.12391937,,53.58734796,,53.74878698,-10.0677881,6.448737,6.70241287,,58.06131262,58.01531656,45.01975466,Regional Banks
SRPT,"Sarepta Therapeutics, Inc.",115.28,10094822313.999998,5772050000,-2006.51519949,23.73646829,27.50063307,26.01454849,24.42540352,48.69082936,4.6953047,4.28804053,80.16317362,-52.47753788,-60.11070614,-60.66100404,Pharmaceuticals: Major
CDAY,Ceridian HCM Holding Inc.,65.95,10094121210,8084880000,83.44444444,-36.17571059,-1743.01470588,17.85116056,-1785,-47.4501992,17.87310098,18.02075877,49.86770153,-1.67578056,-7.34697478,-6.84424061,Packaged Software
KMX,CarMax Inc,63.79,10079808103,33033800000.000004,-667.93475669,69.0975751,54.10006412,29.27382966,54.13947162,-53.58364258,-22.53794778,-3.37776431,8.70148976,1.24891902,3.1522344,2.39804855,Specialty Stores
TFX,Teleflex Incorporated,214.13,10044074750,11216400000,67.56319112,9.20238774,44.32113042,17.08344675,44.74776634,-38.4683908,4.74490045,6.28908965,60.92744115,19.0221395,17.16590476,14.7503416,Medical Specialties
SBNY,Signature Bank,158.7,9986679079,601653000,67.81108717,,50.98990508,,74.19479183,-46.38694639,4.51103062,5.09933775,,54.64981575,54.64981575,41.39453789,Regional Banks
CFR,"Cullen/Frost Bankers, Inc.",155.21,9979804967,10659900000,35.90478788,,32.49783754,,33.89570599,21.36210806,16.35804783,17.38768719,,34.57793119,34.56521967,29.92489712,Regional Banks
QGEN,Qiagen N.V.,43.88,9963986162,11477600000,38.17561435,17.54825693,44.05320814,18.18411359,42.71050258,-18.96583564,6.94613697,6.29844961,64.15168024,29.37052143,27.7694483,22.74602109,Medical Specialties
RGA,"Reinsurance Group of America, Incorporated",148.55,9953929150,11884700000,26.38129933,,43.23291581,,48.6746988,25.28464198,21.76229508,18.07487481,,2.1338267,1.33826704,1.65895776,Life/Health Insurance
MORN,"Morningstar, Inc.",234.27,9952652065.000002,9973700000,13.16644993,45.67239921,-13.94926486,31.89158016,-13.5509839,-24.17710457,10.76595745,10.3381688,49.48899584,11.66928027,9.31703888,6.68901747,Investment Managers
JNPR,"Juniper Networks, Inc.",30.83,9946049829,9224570000,15.26583268,9.53256705,-0.91015473,6.4654512,-1.97827773,3.4911044,17.89674952,18.03215926,59.66849756,9.53942899,9.56077868,8.21963007,Telecommunications Equipment
WMS,"Advanced Drainage Systems, Inc.",118.76,9924912877.000002,8657960000,-66.31357124,12.48728727,21.52949351,19.48489607,23.81168145,8.79443019,-2.05360825,-4.5107341,29.45619751,18.73574456,17.33709862,11.70990256,Miscellaneous Manufacturing
NWS,News Corporation,17.14,9901719960,12613200000,0.94451004,28.0141844,89.084697,18.90275611,88.78787879,-24.39347155,11.73402868,11.15434501,44.03466538,9.55223881,7.81896967,5.99903707,Publishing: Newspapers
DOCU,"DocuSign, Inc.",48.73,9783972814.000002,12695400000,102.22610565,176.87697393,72.8313989,51.49173091,71.23489828,-82.24772313,-8.74531835,-8.86478399,77.37461636,-3.75005295,-4.38321267,-4.64545323,Packaged Software
GRAB,Grab Holdings Limited,2.54,9783513764,5083200000,-72.90015848,-36.54937571,84.6920533,20.04048583,-32.24693252,-80.75757576,-5.2238806,-3.42205323,-40.83457526,-202.37861669,-306.05285648,-294.42841535,Other Transportation
XP,XP Inc.,17.49,9715073923.999998,17761000000,110.33922957,48.94073425,61.09722222,46.92921578,65.23998632,-47.22389861,-5.20325203,-7.99579169,71.40602223,30.18725172,28.24669429,27.70157384,Internet Software/Services
BLDR,"Builders FirstSource, Inc.",61.94,9667299274,13099700000,924.197047,352.43572272,218.91688605,165.49193594,450.30698131,8.04116518,13.13242009,5.12559403,32.38709655,16.36779718,15.38687735,11.7905801,Home Improvement Chains
SCI,Service Corporation International,61.24,9656014648,14958900000,5.97931769,31.91039092,63.75810984,33.45392787,55.63638408,-5.39162676,7.30681619,6.0616557,31.11666549,27.29544104,24.16275501,18.38218463,Other Consumer Services
VST,Vistra Corp.,22.98,9567680872,24218100000,-217.15374841,-71.43683145,-307.35850513,-97.60095962,-300.31446541,16.94656489,3.00313761,9.42857143,21.94896205,14.59077086,-8.31019437,-6.0624091,Electric Utilities
HSIC,"Henry Schein, Inc.",70.13,9545726769.999998,13052200000,14.63129975,41.35847232,56.90245294,30.48342011,55.11682603,-5.94152361,5.42693927,6.62916223,29.23177109,6.902007,6.70029031,5.05747164,Medical Distributors
ARMK,Aramark,36.72,9463356613,16134300000,203.07452466,-35.17950012,80.54236918,-41.55872754,80.31911321,1.43646409,14.32129514,17.69230769,5.91196177,3.41816535,1.26109359,0.99511016,Restaurants
CZR,"Caesars Entertainment, Inc.",44.1,9455785664,33377199999.999996,187.39946381,310.72961373,64.26742827,216.68056714,42.00341491,-60.25236593,33.96111786,36.70179789,35.52796227,13.27365483,-12.93676003,-10.47261527,Casinos/Gaming
TPG,TPG Inc.,30.61,9455205656,10211400000,,,,,,-7.24242424,9.55619184,9.94971264,98.08095943,,-7.64326655,2.89504643,Investment Managers
ZEN,"Zendesk, Inc.",76.51,9446374846,9418580000,1235.71314994,-40.34475162,1.20431016,36.97950577,-2.50529384,-37.26631683,0.22268797,0.53876478,80.20999393,-13.94521502,-17.3486389,-17.85876119,Data Processing Services
BKI,"Black Knight, Inc.",60.27,9404560815,12986200000,-16.65389527,19.75742661,-22.74648295,6.06975184,-21.27981825,-15.61187342,-8.22293285,-6.89015912,21.97425448,21.97425448,14.93628307,33.57267611,Packaged Software
WBS,Webster Financial Corporation,53.94,9391816656,13710700000,105.3347656,,88.40907153,,85.34937474,-2.72317403,20.3480589,19.33628319,,36.75282492,28.72715708,23.44653481,Savings Banks
EMN,Eastman Chemical Company,76.19,9356780664,,-0.74626866,18.12831077,78.50534011,25.58603491,79.28870293,-28.79439252,6.76849776,7.23434201,,,,,Chemicals: Major Diversified
ALLE,Allegion plc,106.19,9328241449.999998,9959480000,0,-3.72661203,57.58237865,2.20581997,53.67483296,-17.11029584,17.9233759,18.40990187,40.43146557,18.21707911,15.98922939,13.95691755,Building Products
PLUG,"Plug Power, Inc.",16.09,9320568621,7294150000,-170.2041818,-132.76807795,50.96405618,-121.34086867,22.84472998,-53.79092476,-26.15878844,-23.41742028,-31.05128299,-94.64992357,-107.97125931,-105.26377409,Electronic Production Equipment
CMA,Comerica Incorporated,71.07,9297361614,11599900000,-33.56890459,,141.6915972,,134.94949495,-16.41773492,-2.08046294,-0.04219409,,40.152207,40.152207,31.17199391,Major Banks
AGCO,AGCO Corporation,123.83,9237479871,9272730000,-37.69549952,43.13335543,109.74245508,25.93262037,110.02107235,1.5,29.38042002,28.76156806,22.30002085,8.93043297,7.92706234,6.88807422,Trucks/Construction/Farm Machinery
UNM,Unum Group,46.09,9218019019,10329500000,166.97324415,,3.38138184,,3.93442623,71.97761194,21.16193481,18.78865979,,13.18231989,11.34524048,9.29995317,Multi-Line Insurance
DKS,Dick's Sporting Goods Inc,116.23,9205294255,11928900000,5.1880651,96.40150875,142.32502883,53.29652436,186.63236844,-5.63448892,5.01445609,11.07607034,37.12321188,14.55702031,13.66044429,10.42328808,Specialty Stores
MKTX,"MarketAxess Holdings, Inc.",244.57,9204838702.999998,8072350000,-17.70797146,-4.80403098,-13.75277119,-1.4957047,-13.85844604,-39.51676724,10.60009949,9.92404153,81.9673177,45.4658489,46.84788526,34.47761067,Investment Banks/Brokers
LNC,Lincoln National Corporation,54.03,9197314582,14521700000,-73.22097378,,189.55572876,,181.56312625,-26.7786963,24.23545643,23.04714188,,5.98906434,4.93126884,4.49690838,Life/Health Insurance
PHM,"PulteGroup, Inc.",40.33,9187969619.999998,11208100000,-43.83078657,43.49043588,43.45994822,36.52220599,38.4111992,-17.7945373,5.90861345,7.54666667,29.32125511,20.40458155,20.31411813,15.44842998,Homebuilding
DECK,Deckers Outdoor Corporation,345.35,9162497526.999998,8118950000,-78.48648668,7.71531503,20.75645414,16.85953858,18.13343789,-8.05867632,7.64603204,10.47311346,49.61133081,38.27875787,16.46835848,13.14984458,Apparel/Footwear
WSC,WillScot Mobile Mini Holdings Corp.,42.78,9142115636,10638000000,100.05295782,39.91942354,179.63414634,44.33976949,116.04003939,26.60550459,8.9381207,6.07488222,49.11672562,22.33274004,15.27240487,12.38075319,Finance/Rental/Leasing
BURL,"Burlington Stores, Inc.",139.32,9131934770,13433800000,987.44385501,1073.64917926,282.84077753,83.11176656,288.841057,-49.16256158,20.94799896,24.51514881,37.44236289,5.14574073,2.75778247,1.85031009,Apparel/Footwear Retail
QRVO,"Qorvo, Inc.",88.46,9129427981,10997600000,-25.0352276,19.42178993,46.5018819,21.56558358,40.8584386,-46.83894231,8.28742808,11.39654955,46.11996663,24.1369797,21.04733586,17.86613097,Semiconductors
PSTG,"Pure Storage, Inc.",30.5,9117005493,8661230000,183.53030404,90.41623715,52.42119256,28.06472991,49.21262355,14.53248216,13.97608371,11.4358787,67.78132013,0.8463703,-0.08162342,-0.56730643,Computer Peripherals
OKTA,"Okta, Inc.",57.29,9101829293.999998,15370800000,-11.94055851,-372.31045263,-173.7437906,56.34390969,-218.55391016,-76.95216639,5.04217088,0.73852646,68.88146734,-52.52726585,-56.44923756,-57.2142123,Packaged Software
AAL,"American Airlines Group, Inc.",14,9098612305,41117500000,103.43489001,69.74063401,83.14644069,100.36895327,77.56893641,-26.73992674,14.37908497,16.27906977,14.47467374,-0.85600531,-4.45919044,-3.55452334,Airlines
BRKR,Bruker Corporation,61.33,9085316007,9883650000,-18.9787234,45.74647887,77.55461938,28.55023315,75.60202788,-21.35162862,23.82394508,15.58612891,50.82397609,17.58219565,15.82922692,11.06309072,Medical Specialties
HAS,"Hasbro, Inc.",65.73,9078215526,13407300000,-19.44377171,32.35430457,91.47555171,19.46718278,92.65770563,-30.77409163,-5.70936738,-2.50667458,46.9475147,11.83504622,8.29939888,6.69963157,Recreational Products
JAZZ,Jazz Pharmaceuticals plc,143.92,9021011488,15238900000,-14.50614084,-8.81025951,-230.80530554,8.83032321,-238.15837999,6.83690892,11.95643718,7.9750919,66.7231279,12.98328711,-2.44510541,-1.48995604,Pharmaceuticals: Major
FLEX,Flex Ltd.,19.72,8993989700,9792600000,380.6763285,17.67391304,59.95872885,11.44191477,52.69168026,15.88956406,20.24390244,18.36734694,8.92453556,4.19829969,3.30965959,2.85484379,Electronic Production Equipment
G,Genpact Limited,48.52,8902630864,9323150000,24.8135411,1.1305061,21.59278547,7.72423586,19.84325734,-2.25624496,12.54929251,10.85218186,33.71557909,11.75491714,10.57087285,8.09112246,Miscellaneous Commercial Services
RRX,Regal Rexnord Corporation,133.82,8896023743,9234690000,-21.83552462,5.15401651,-5.15766106,26.49686142,10.88219757,-10.97658329,-2.6055313,-4.65944714,29.91023566,10.51735374,9.33591204,6.98564191,Industrial Machinery
BWA,BorgWarner Inc.,37.84,8860384772,10745800000,-11.75656985,45.12441157,-4.03184386,49.71189104,7.4,-16.06033718,13.70192308,20.50955414,18.86362155,8.6596729,7.5193849,5.33003193,Trucks/Construction/Farm Machinery
PSNY,Polestar Automotive Holding UK Limited,4.15,8857671028,1136650000,,-157485900,,,-56534916.83501684,-60.21093001,-25.49371634,-17.98418972,1.00141075,-79.25984665,-61.87837603,-61.93901499,Motor Vehicles
SNX,TD SYNNEX Corporation,92.44,8832684126,12969200000,-53.86858111,45.97837417,-38.93338294,53.08257708,-25.27380336,-10.18266615,10.12628068,13.85638625,5.57705506,1.84015073,1.06891557,0.88778736,Electronics Distributors
JBL,Jabil Inc.,65.35,8798631019,10696100000,-2.91970803,34.82501434,50.73537446,23.73282804,43.10344828,8.32090171,14.64912281,13.23860683,8.02019237,4.47458032,3.67704164,2.97508812,Electronic Components
U,Unity Software Inc.,29.23,8782712129,10992400000,-657.72859754,-99.35100862,-76.36856894,42.7926772,-88.66167448,-79.91065292,-10.93845216,-8.25486503,73.11378665,-50.75068007,-52.92583575,-54.00517156,Packaged Software
MTN,"Vail Resorts, Inc.",216.7,8729591892,11609300000,26.21680202,53.67329475,173.07913393,61.1058673,172.13375049,-37.46753622,6.27237507,0.49156001,36.83948609,23.082356,18.09884905,13.77415365,Hotels/Resorts/Cruise lines
WRK,Westrock Company,34.27,8714794287.000002,18715700000,34.02892184,6.89930437,217.52503845,12.34550054,221.28798842,-28.95936982,7.46315459,10.94205244,17.09518012,8.12098642,5.76380434,4.40974958,Containers/Packaging
FFIV,"F5, Inc.",145.26,8652003539,8439620000.000001,-30.78425485,-1.29731657,-1.26833655,3.45188618,-2.74150845,-32.82308599,-0.90729245,0.36619913,84.72401047,15.93251838,14.29581448,11.95024195,Packaged Software
CASY,"Caseys General Stores, Inc.",231.35,8618964140,8941450000,27.40356525,10.95396147,8.59230429,17.59401121,8.59379994,22.40740741,16.13955823,14.23563105,18.07441629,3.83975974,3.4323205,2.62606373,Specialty Stores
GME,GameStop Corporation,28.17,8578602352,2279960000,-879.12087912,-62.63736264,-58.55572998,1.16712981,-77.10171853,-35.67024435,8.80648899,12.09709511,21.06382628,-8.10235948,-8.79322,-8.56568121,Electronics/Appliance Stores
RHI,Robert Half International Inc.,77.76,8519997296.999999,7947940000,0.59912883,94.92577981,98.25366287,35.52727372,95.45312071,-29.59710276,4.65679677,1.64705882,42.83897628,13.74303619,12.58061871,9.31474971,Personnel Services
ALLY,Ally Financial Inc.,28.29,8496477183.000001,34143699999.999996,-71.27071823,,185.80911998,,181.7679558,-40.3542062,0.21253985,1.65289256,,22.12713936,24.41494935,18.29374782,Regional Banks
NOV,NOV Inc.,21.58,8476731053,7783740000,-87.14285714,193.78238342,90.21571649,85.10638298,90.16522423,48.72501723,42.91390728,33.37453646,16.51197605,1.45209581,1.01796407,0.16467066,Oilfield Services/Equipment
LBTYA,Liberty Global plc,16.94,8473812703,21859300000,-25.99377809,-13.42558384,972.53226821,-19.2342753,924.74201474,-41.09874826,7.14737508,8.65939705,26.45328883,4.09976177,60.40486157,51.3237412,Cable/Satellite TV
CBSH,"Commerce Bancshares, Inc.",70.76,8445994337,9925680000,-14.65648604,,55.79958819,,49.90195017,6.8728372,6.08695652,6.9528416,,41.76895577,41.28678621,31.53663526,Regional Banks
LII,"Lennox International, Inc.",237.42,8413870060.999999,9665990000,-23.18540805,18.05804371,34.04654085,13.82621219,30.22733651,-20.49693601,5.8729097,6.62415233,27.18656033,13.59654857,12.77944829,10.59397743,Industrial Machinery
SWCH,"Switch, Inc.",34.01,8337939518,10504800000,-81.06754287,12.22552177,-71.3866471,7.24587806,-65.17150396,36.25801282,0.32448378,0.94983675,39.63754996,13.86898018,59.71073905,58.10944023,Data Processing Services
AOS,A.O. Smith Corporation,54.38,8311475080.000002,7437140000,12.01266574,30.78677309,42.35538164,18.54496159,41.22934184,-18.8721468,9.32850824,11.93906958,34.94348727,16.94857473,17.00364514,12.9913723,Building Products
PAA,"Plains All American Pipeline, L.P.",11.88,8291526583.999999,20638600000,113.91752577,54.03761062,114.32261768,61.50070126,122.80092593,14.23076923,15.56420233,12.92775665,3.51735513,2.93545338,1.93473064,1.44178203,Oil & Gas Pipelines
FIVE,"Five Below, Inc.",149.33,8288889459,8230610000.000001,-83.74697706,103.99531628,125.03521927,62.20194345,126.01146229,-22.62694301,10.88586916,8.46952858,30.12782833,11.27433476,10.88734764,8.18660944,Discount Stores
AGL,"agilon health, inc.",20.12,8268040126,7968450000,-181.42199749,-760.66848311,-394.26627794,-23.25754475,-405.83570532,-16.02671119,-13.01340251,-14.09052092,3.87389659,-4.26729049,-5.06828716,-5.09750663,Medical/Nursing Services
CCK,"Crown Holdings, Inc.",68.11,8252641820.999999,16726700000,-87.77472527,9.56690368,-181.81691417,10.43425814,-179.2746114,-33.98274692,-15.42282379,-15.94471184,14.29338653,9.96624214,-2.86941844,-2.71597361,Containers/Packaging
DCP,"DCP Midstream, LP",39.5,8231213913,12152400000,-43.06878307,115.2173913,190.82919591,146.9047619,227.77777778,24.80252765,8.18953711,5.13707746,6.85455318,5.09842798,5.98357173,5.89151678,Oil & Gas Pipelines
LEA,Lear Corporation,138.52,8224345194.999999,10174000000,-59.67741935,15.13589094,135.92451392,13.90349874,135.89905363,-17.76788364,10.16383013,15.73230846,5.74755262,2.68504071,1.32089172,0.58139834,Auto Parts: OEM
GMED,"Globus Medical, Inc.",67.21,8195933919,5367900000,62.33840234,48.43394301,42.13228036,26.24705272,45.85814147,-13.77806286,15.36216958,12.82524761,72.68607171,20.1004375,19.89015739,15.91383033,Medical Specialties
WSM,"Williams-Sonoma, Inc.",122.75,8188819086,11174200000,2.52794867,37.86255493,71.31791048,37.20613429,65.46405686,-33.05519197,-1.04796453,4.15782775,44.04725152,17.99908177,18.00461962,13.68319426,Specialty Stores
PFGC,Performance Food Group Company,52.58,8185290052.999999,12323300000,149.11433172,47.25722758,143.72336939,50.30599755,176.41277641,14.77843266,20.18285714,22.42142026,9.41877349,0.64329657,0.32832882,0.22104723,Other Transportation
CGNX,Cognex Corporation,47.11,8168731488.000001,7281520000,30.34216947,44.23443299,55.91861281,25.674538,58.85541416,-45.08683996,10.45720985,13.65500603,71.29448187,28.85395986,27.50131682,23.81964882,Electronic Equipment/Instruments
DISH,DISH Network Corporation,15.4,8166695226,32593200000,-2.43225262,12.86530941,25.64315078,18.16331182,36.76059031,-62.88262232,8.75706215,11.35213304,29.420465,15.34114253,15.86278987,11.84188039,Cable/Satellite TV
LECO,"Lincoln Electric Holdings, Inc.",140.77,8127834745.000001,8042720000,3.5497551,33.11039873,34.54736781,22.56370665,34.13191665,-1.94343828,11.0699069,11.97104677,33.85730115,16.43538938,14.38855618,11.90808317,Industrial Machinery
FND,"Floor & Decor Holdings, Inc.",74.77,7928411996,8319370000.000001,-154.88911603,50.36601702,43.57103974,38.25255605,45.26030741,-44.16399074,3.34485142,6.41901509,36.55975698,9.78005191,8.69148948,7.09306228,Home Improvement Chains
OC,Owens Corning Inc,84.59,7905468621,10092000000,31.28019324,35.72485207,369.09819187,35.03960999,359.79112272,-7.07459079,9.09208151,7.60717466,26.83459977,17.6121578,18.26792963,13.9897991,Containers/Packaging
GLOB,Globant S.A.,189.09,7899431805.999999,7235610000,97.03091343,78.9220787,67.24782067,61.45117204,77.18612243,-39.21303887,-0.51559952,1.07440667,34.37021271,13.98878815,10.75491243,8.25659704,Information Technology Services
PAG,"Penske Automotive Group, Inc.",110.66,7890440208,13831000000,3.28699413,96.00795756,120.83382754,40.73965461,118.5062546,5.45073375,9.66207512,12.42507366,17.37290168,5.56697455,6.95484352,5.13817802,Specialty Stores
DBX,"Dropbox, Inc.",22.02,7880703742,8545840000,50.74383534,63.40941512,237.14839961,14.30000667,231.01833789,-26.91669432,9.17203768,6.27413127,80.16260885,15.22125467,14.87471121,15.19015461,Data Processing Services
FBHS,"Fortune Brands Home & Security, Inc.",61.37,7870244447.999999,10168000000,-29.72452607,25.96606975,40.3487871,25.66251522,39.64924968,-38.29059829,11.98905109,14.30433973,34.99527645,14.21415076,12.1333035,9.3526253,Building Products
JEF,Jefferies Financial Group Inc.,34.33,7861230451,11974700000,157.22508548,47.88351849,132.87374658,40.58194311,116.03010731,-18.91828059,18.17555938,16.37288136,88.4475429,32.76193285,15.77820468,11.83705132,Investment Banks/Brokers
GTLS,"Chart Industries, Inc.",212.66,7790846739.999999,8495090000,-154.89614243,-16.08695652,-37.54453037,-1.43786375,-29.55899881,24.71995777,17.9674932,15.35665853,21.35621653,7.9424479,5.51003291,4.93580231,Industrial Machinery
MTDR,Matador Resources Company,65.92,7788831117,6820990000,205.61357401,157.48095537,196.05149879,397.305076,198.61144124,52.94663573,42.93148309,34.75061325,64.07213822,60.57238967,53.60743463,38.47768747,Integrated Oil
JLL,Jones Lang LaSalle Incorporated,162.42,7782786210,12112600000,-13.53794199,46.15230661,139.87608137,24.8383043,138.9068323,-37.765346,6.16380156,7.51307341,,5.91434398,6.80380123,4.74488122,Real Estate Development
TPR,"Tapestry, Inc.",31.94,7731067967,10087600000,-37.12842593,7.60273973,7.55165044,14.15386126,2.64924479,-16.82291667,9.04745647,12.34611326,69.56990052,18.23023412,15.6631012,12.81023263,Apparel/Footwear Retail
PNW,Pinnacle West Capital Corporation,68.3,7720879924,16854700000,-70.30223281,-11.549529,12.13202864,-19.01171237,12.38032618,2.12320574,-1.21492624,5.87505813,22.75104363,16.98401264,16.81545303,13.88175171,Electric Utilities
ZION,Zions Bancorporation N.A.,51.54,7710950687.000001,13519400000,-19.50078003,,124.45869558,,108.78504673,-18.28127477,-2.55246739,1.33700354,,34.41348023,34.41348023,26.92806222,Regional Banks
UHS,"Universal Health Services, Inc.",117.02,7692445235.000001,11588500000,-98.27879833,2.31413208,7.20179161,1.51040281,5.16051487,-7.07535933,31.6014395,32.70582899,7.9819221,7.9819221,7.18701846,5.5858108,Hospital/Nursing Management
BBWI,"Bath & Body Works, Inc.",33.59,7671093220,13824700000,-32.5234677,0.16877637,62.56492209,16.49048626,57.93838863,-51.17732558,-2.89100896,3.03680982,46.49229213,23.29107686,17.58877466,13.43243142,Apparel/Footwear Retail
